months_as_customer,age,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_hobbies,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,fraud_reported
90,31,2000,951.27,0,FEMALE,hiking,42100,0,Single Vehicle Collision,Rear Collision,Total Loss,Other,2,1,YES,1,0,YES,75790,N
135,30,2000,1341.24,0,FEMALE,skydiving,37100,-46500,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,18,3,NO,0,1,NO,32670,N
277,46,2000,1177.57,0,FEMALE,video-games,0,-65500,Vehicle Theft,missing,Minor Damage,Police,4,1,missing,2,3,NO,3870,N
211,38,1000,1055.09,0,FEMALE,video-games,0,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,12,1,missing,0,3,YES,91520,Y
156,32,500,1479.48,0,MALE,bungie-jumping,0,0,Single Vehicle Collision,Front Collision,Major Damage,Other,15,1,YES,1,3,YES,74690,Y
84,30,2000,1827.38,0,MALE,polo,0,-15900,Vehicle Theft,missing,Trivial Damage,Police,9,1,YES,1,3,missing,4620,N
136,32,500,1169.62,0,FEMALE,yachting,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,6,1,YES,0,0,NO,55000,Y
310,48,500,1516.34,0,FEMALE,sleeping,11000,0,Multi-vehicle Collision,Rear Collision,Major Damage,Police,11,4,YES,0,2,NO,59400,Y
123,34,2000,1270.21,0,FEMALE,sleeping,16100,-61200,Multi-vehicle Collision,Side Collision,Total Loss,Fire,13,3,NO,1,1,missing,55260,N
243,44,500,809.11,0,MALE,polo,33200,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,4,3,missing,2,1,YES,51400,N
36,37,1000,1115.81,0,FEMALE,reading,0,-59800,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,20,3,YES,1,3,missing,48780,N
146,31,1000,1457.65,5000000,FEMALE,camping,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,0,3,NO,1,3,missing,52380,N
154,34,1000,1041.36,0,FEMALE,cross-fit,53100,-43900,Multi-vehicle Collision,Side Collision,Total Loss,Other,18,4,missing,2,3,YES,74360,Y
204,40,1000,1693.83,7000000,MALE,polo,44000,-20800,Single Vehicle Collision,Front Collision,Minor Damage,Police,6,1,missing,1,0,missing,53400,N
458,59,1000,1685.69,0,FEMALE,hiking,31400,0,Single Vehicle Collision,Front Collision,Total Loss,Police,23,1,missing,2,2,YES,71800,N
147,31,500,1054.92,6000000,FEMALE,exercise,51900,0,Single Vehicle Collision,Front Collision,Major Damage,Other,4,1,missing,0,0,missing,68240,Y
279,45,2000,1333.97,6000000,FEMALE,bungie-jumping,61100,-30700,Multi-vehicle Collision,Rear Collision,Major Damage,Other,21,3,missing,1,0,missing,61050,Y
308,47,1000,1013.61,6000000,FEMALE,movies,45700,-41400,Parked Car,missing,Minor Damage,None,7,1,missing,1,1,YES,5590,N
284,48,500,958.3,0,FEMALE,exercise,47900,0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,19,3,missing,0,0,missing,46860,N
108,31,2000,1112.04,6000000,FEMALE,base-jumping,52800,-54300,Parked Car,missing,Minor Damage,None,5,1,NO,1,3,NO,4290,N
421,57,2000,1206.26,0,FEMALE,bungie-jumping,69900,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,22,3,YES,0,0,NO,78500,N
266,42,1000,763.67,0,MALE,movies,12800,-49700,Single Vehicle Collision,Side Collision,Total Loss,Police,12,1,YES,1,3,YES,70830,N
412,56,500,1042.56,0,MALE,yachting,0,-66100,Multi-vehicle Collision,Front Collision,Total Loss,Police,19,3,NO,0,2,NO,68040,N
31,32,2000,1263.48,4000000,FEMALE,hiking,46800,-87300,Single Vehicle Collision,Side Collision,Major Damage,Fire,10,1,missing,2,0,missing,63600,Y
465,63,500,1006.99,6000000,FEMALE,board-games,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Other,7,1,NO,0,3,missing,43560,N
126,31,1000,1328.26,0,MALE,exercise,42300,-45800,Single Vehicle Collision,Front Collision,Total Loss,Police,17,1,NO,1,1,NO,60840,N
407,55,1000,1250.08,5000000,FEMALE,bungie-jumping,0,-57700,Multi-vehicle Collision,Side Collision,Total Loss,Police,0,3,missing,2,3,YES,68160,N
101,27,500,982.7,6000000,FEMALE,video-games,30800,-43700,Parked Car,missing,Minor Damage,None,9,1,NO,1,0,NO,5170,N
187,37,1000,1412.06,5000000,FEMALE,reading,60100,0,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,21,1,missing,0,3,missing,57700,N
252,46,2000,1066.7,0,FEMALE,sleeping,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,22,3,NO,0,2,NO,89520,N
229,43,2000,1585.54,0,MALE,reading,42600,-44400,Vehicle Theft,missing,Minor Damage,None,3,1,NO,1,0,YES,4620,N
246,39,1000,1416.08,0,FEMALE,yachting,0,-36600,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,16,1,YES,0,3,missing,45180,N
190,38,500,1246.03,0,MALE,movies,61900,-50000,Single Vehicle Collision,Side Collision,Total Loss,Other,14,1,YES,0,0,NO,45100,N
95,32,2000,1356.64,0,MALE,golf,67800,-48600,Multi-vehicle Collision,Side Collision,Total Loss,Police,21,3,YES,0,3,YES,83160,N
205,42,2000,1387.7,4000000,FEMALE,skydiving,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,19,1,NO,2,1,NO,86130,N
41,25,1000,1004.14,0,MALE,sleeping,35400,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,13,3,NO,1,3,NO,48000,N
137,35,500,1107.07,0,FEMALE,movies,0,-45300,Vehicle Theft,missing,Minor Damage,Police,21,1,NO,0,0,YES,3300,N
194,34,500,1429.96,0,FEMALE,board-games,67800,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,11,3,NO,1,2,YES,57200,N
128,35,1000,1074.99,0,FEMALE,bungie-jumping,0,-48800,Vehicle Theft,missing,Trivial Damage,Police,16,1,missing,2,0,missing,7590,N
150,37,1000,1007.0,0,FEMALE,board-games,30400,-89400,Single Vehicle Collision,Rear Collision,Total Loss,Police,9,1,NO,0,2,missing,80080,N
104,30,500,1052.85,0,FEMALE,skydiving,0,-70100,Vehicle Theft,missing,Minor Damage,Police,8,1,NO,0,0,YES,4800,N
163,37,1000,1200.33,4000000,FEMALE,cross-fit,0,-36400,Vehicle Theft,missing,Minor Damage,Police,7,1,missing,2,1,YES,3900,Y
80,26,1000,1343.0,0,MALE,camping,64600,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,12,1,missing,0,0,NO,90400,N
65,29,2000,1441.6,5000000,FEMALE,kayaking,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,21,3,YES,0,0,missing,62900,N
179,32,1000,1433.42,6000000,FEMALE,base-jumping,53800,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,4,1,YES,1,2,NO,54200,Y
372,50,2000,1368.57,0,FEMALE,paintball,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,18,3,NO,2,2,YES,51800,N
398,55,500,862.19,0,MALE,movies,69400,0,Vehicle Theft,missing,Trivial Damage,Police,7,1,missing,2,3,missing,6600,N
213,35,500,871.46,0,MALE,movies,58500,-77700,Single Vehicle Collision,Side Collision,Total Loss,Fire,13,1,YES,2,0,YES,74140,N
79,25,500,1863.04,0,FEMALE,paintball,53400,-35200,Single Vehicle Collision,Front Collision,Total Loss,Fire,0,1,NO,2,1,missing,67800,N
232,44,2000,1181.64,0,MALE,exercise,25800,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,22,1,missing,1,1,YES,55400,Y
230,37,1000,1060.74,0,MALE,reading,0,-51500,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,15,1,YES,2,3,missing,49100,Y
234,41,500,951.56,0,FEMALE,video-games,59400,-78600,Multi-vehicle Collision,Side Collision,Major Damage,Police,3,3,NO,2,1,missing,98280,Y
240,40,500,1533.71,9000000,FEMALE,polo,0,-70900,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,18,2,YES,0,2,missing,66550,N
143,33,1000,1200.09,0,FEMALE,board-games,38400,-5700,Multi-vehicle Collision,Side Collision,Major Damage,Fire,17,3,missing,2,2,missing,70400,N
266,42,500,1093.83,4000000,MALE,board-games,0,-49600,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,18,3,missing,1,1,NO,53280,Y
89,32,1000,988.93,0,FEMALE,golf,27600,0,Single Vehicle Collision,Front Collision,Total Loss,Other,11,1,missing,2,3,YES,84590,N
229,37,1000,1331.94,0,FEMALE,base-jumping,0,-55400,Single Vehicle Collision,Rear Collision,Total Loss,Other,17,1,NO,0,2,YES,54560,N
245,40,1000,1361.45,0,MALE,camping,39300,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,12,1,YES,0,2,YES,82170,N
50,44,2000,1188.51,0,MALE,bungie-jumping,0,-65800,Multi-vehicle Collision,Front Collision,Total Loss,Police,15,3,missing,1,2,NO,61100,N
230,43,2000,1101.83,0,MALE,cross-fit,28900,0,Multi-vehicle Collision,Front Collision,Minor Damage,Police,0,3,missing,0,3,YES,51900,Y
17,39,1000,840.95,0,FEMALE,hiking,32500,-80800,Parked Car,missing,Trivial Damage,Police,9,1,missing,2,1,missing,3440,N
163,36,1000,1503.21,0,MALE,cross-fit,55700,-49900,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,1,1,YES,2,1,NO,51390,N
29,32,1000,1722.5,0,MALE,base-jumping,0,-21500,Single Vehicle Collision,Side Collision,Major Damage,Other,22,1,missing,0,2,missing,76900,N
232,42,500,944.03,0,MALE,kayaking,0,-58400,Single Vehicle Collision,Rear Collision,Minor Damage,Other,11,1,YES,2,3,missing,77000,Y
235,39,2000,1453.61,4000000,MALE,yachting,0,0,Single Vehicle Collision,Side Collision,Major Damage,Other,10,1,missing,0,3,missing,60320,Y
295,46,500,1672.88,0,FEMALE,dancing,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,5,1,YES,1,1,NO,60700,N
22,21,1000,1248.05,0,FEMALE,movies,37500,-54000,Multi-vehicle Collision,Rear Collision,Total Loss,Police,3,3,YES,1,2,missing,53280,N
286,43,500,1564.43,3000000,FEMALE,movies,77500,-32800,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,18,1,missing,2,2,YES,34290,N
257,44,1000,1280.88,0,MALE,basketball,59400,-32200,Single Vehicle Collision,Rear Collision,Total Loss,Other,21,1,NO,0,1,NO,46980,N
94,26,500,722.66,0,MALE,camping,50300,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,6,3,YES,1,2,YES,36700,N
124,28,1000,1235.14,0,MALE,camping,0,-32100,Multi-vehicle Collision,Side Collision,Total Loss,Other,20,3,missing,0,1,missing,60200,N
141,30,1000,1347.04,0,MALE,bungie-jumping,0,-82100,Parked Car,missing,Minor Damage,None,6,1,missing,1,2,YES,6480,N
3,38,1000,1310.8,0,FEMALE,paintball,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,20,1,YES,0,1,missing,87200,N
285,41,1000,1436.79,0,FEMALE,sleeping,70900,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,23,1,YES,2,3,missing,108480,N
130,34,500,1383.49,3000000,FEMALE,bungie-jumping,35100,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,4,3,missing,2,3,YES,67500,N
458,62,2000,1356.92,5000000,MALE,base-jumping,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Other,2,1,missing,0,1,YES,46980,N
456,60,1000,766.19,0,FEMALE,kayaking,0,0,Parked Car,missing,Minor Damage,Police,6,1,missing,0,3,missing,5060,N
